joke_id,text,category,source
pzXvHl3EYg,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!,Dad Joke,icanhazdadjoke
9hyAsrzAItc,Where’s the bin? Dad: I haven’t been anywhere!,Dad Joke,icanhazdadjoke
A5ozsH6pWnb,What do you call a troublesome Canadian high schooler? A poutine.,Dad Joke,icanhazdadjoke
eNJm3Tfaxc,People are shocked to discover I have a police record but I love their greatest hits!,Dad Joke,icanhazdadjoke
TCA59hiiVvc,Yesterday a clown held a door open for me. I thought it was a nice jester.,Dad Joke,icanhazdadjoke
4MmjbFlbah,"I cut my finger chopping cheese, but I think that I may have grater problems.",Dad Joke,icanhazdadjoke
AIRSSfi3Le,What's a ninja's favorite type of shoes? Sneakers!,Dad Joke,icanhazdadjoke
AAdFBXnGlyd,"If you walk into a forest and cut down a tree, but the tree doesn't understand why you cut it down, do you think it's stumped?",Dad Joke,icanhazdadjoke
Albp49Mmjyd,"I was wondering why the frisbee was getting bigger, then it hit me.",Dad Joke,icanhazdadjoke
F6wPR71Dtzd,I’m reading a book on the history of glue – can’t put it down.,Dad Joke,icanhazdadjoke
FBQK6MexPuc,"My friend told me that pepper is the best seasoning for a roast, but I took it with a grain of salt.",Dad Joke,icanhazdadjoke
5oWLeFdxkjb,When is a door not a door? When it's ajar.,Dad Joke,icanhazdadjoke
oWS08MeVvzd,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't""",Dad Joke,icanhazdadjoke
1TfNRKexAd,I’m only familiar with 25 letters in the English language. I don’t know why.,Dad Joke,icanhazdadjoke
jVKBQS0o4h,How does a scientist freshen their breath? With experi-mints!,Dad Joke,icanhazdadjoke
qOmyPmO79h,A man tried to sell me a coffin today. I told him that's the last thing I need.,Dad Joke,icanhazdadjoke
3oG6UvX82g,Which is the fastest growing city in the world? Dublin',Dad Joke,icanhazdadjoke
haahVKZDtrc,What's red and bad for your teeth? A Brick.,Dad Joke,icanhazdadjoke
AAIYo4MJmrc,A magician was driving down the street and then he turned into a driveway.,Dad Joke,icanhazdadjoke
82wAAI6pbh,How many tickles does it take to tickle an octopus? Ten-tickles!,Dad Joke,icanhazdadjoke
TS0gFlqr4ob,What do you call a group of disorganized cats? A cat-tastrophe.,Dad Joke,icanhazdadjoke
mWS7hVKRSnb,"Past, present, and future walked into a bar.... It was tense.",Dad Joke,icanhazdadjoke
tcFBIm3gyd,What's brown and sticky? A stick.,Dad Joke,icanhazdadjoke
MZDtW0gi3g,"Yesterday I confused the words ""jacuzzi"" and ""yakuza"". Now I'm in hot water with the Japanese mafia.",Dad Joke,icanhazdadjoke
c2TSfxXgqrc,Why does Superman get invited to dinners? Because he is a Supperhero.,Dad Joke,icanhazdadjoke
SvzIBAQS0Dd,What did the pirate say on his 80th birthday? Aye Matey!,Dad Joke,icanhazdadjoke
KBsWnO711Dd,"Remember, the best angle to approach a problem from is the ""try"" angle.",Dad Joke,icanhazdadjoke
5wHexPC5hib,I made a belt out of watches once... It was a waist of time.,Dad Joke,icanhazdadjoke
OfNRfaaUSf,"When I left school, I passed every one of my exams with the exception of Greek Mythology. It always was my achilles elbow",Dad Joke,icanhazdadjoke
daxcxciqHe,What do prisoners use to call each other? Cell phones.,Dad Joke,icanhazdadjoke
MCt4wX8pb,What did the Red light say to the Green light? Don't look at me I'm changing!,Dad Joke,icanhazdadjoke
2TvX0wX89h,Why was Pavlov's beard so soft?  Because he conditioned it.,Dad Joke,icanhazdadjoke
kOf2gFY0gqc,I think circles are pointless.,Dad Joke,icanhazdadjoke
FdN7wcxAskb,They're making a movie about clocks. It's about time,Dad Joke,icanhazdadjoke
18h3wcU8xAd,Why did the kid cross the playground? To get to the other slide.,Dad Joke,icanhazdadjoke
6MZor4T79pb,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady.",Dad Joke,icanhazdadjoke
lGlbhqjGJBd,How does the moon cut his hair? Eclipse it.,Dad Joke,icanhazdadjoke
2wkykjyIYDd,"What did the traffic light say to the car as it passed? ""Don't look I'm changing!""",Dad Joke,icanhazdadjoke
4wciyk3EBAd,"I got a reversible jacket for Christmas, I can't wait to see how it turns out.",Dad Joke,icanhazdadjoke
3E6U8UKmbFd,Sometimes I tuck my knees into my chest and lean forward.  That’s just how I roll.,Dad Joke,icanhazdadjoke
X8xAlq4E6Ed,What do I look like? A JOKE MACHINE!?,Dad Joke,icanhazdadjoke
Y0LZ0Ddxcib,What is worse then finding a worm in your Apple? Finding half a worm in your Apple.,Dad Joke,icanhazdadjoke
KZLBXvPZDd,"What did the sea say to the sand? ""We have to stop meeting like this.""",Dad Joke,icanhazdadjoke
u4Tvkba21wc,Why did Sweden start painting barcodes on the sides of their battleships? So they could Scandinavian.,Dad Joke,icanhazdadjoke
82TnORSK6wc,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’",Dad Joke,icanhazdadjoke
jbpbFlORCAd,People who don't eat gluten are really going against the grain.,Dad Joke,icanhazdadjoke
FQfxk39EBd,I asked my date to go to the gym the other day. They never showed up. That's when I knew we wouldn't work out.,Dad Joke,icanhazdadjoke
FYobM71o4ob,Did you hear about the two thieves who stole a calendar? They each got six months.,Dad Joke,icanhazdadjoke
MeqOZgV8MCd,"Every morning when I go out, I get hit by bicycle. Every morning!  It's a vicious cycle.",Dad Joke,icanhazdadjoke
KmW8hFlV0ob,"A panda walks into a bar and says to the bartender “I’ll have a Scotch and . . . . . . . . . . . . . . Coke thank you”. 

“Sure thing” the bartender replies and asks “but what’s with the big pause?” 

The panda holds up his hands and says “I was born with them”",Dad Joke,icanhazdadjoke
m3E69pbhaFd,"I gave all my dead batteries away today, free of charge.",Dad Joke,icanhazdadjoke
ucapjGQZTf,What do you call a pig that knows karate? A pork chop!,Dad Joke,icanhazdadjoke
Zo4E6pbFIBd,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.,Dad Joke,icanhazdadjoke
axPR79MZvc,What did the fish say when it swam into a wall? Damn!,Dad Joke,icanhazdadjoke
Elb2wkbx5wc,Scientists finally did a study on forks. It's about tine!,Dad Joke,icanhazdadjoke
QuscibaMClb,What does a pirate pay for his corn? A buccaneer!,Dad Joke,icanhazdadjoke
eqcpOf2EImb,To the person who stole my anti-depressant pills: I hope you're happy now.,Dad Joke,icanhazdadjoke
0ozAXv4Mmjb,Why did the tomato blush? Because it saw the salad dressing.,Dad Joke,icanhazdadjoke
qjV8EIRfVnb,What did the shy pebble wish for? That she was a little boulder.,Dad Joke,icanhazdadjoke
VKexkV0LeFd,I was in an 80's band called the prevention. We were better than the cure.,Dad Joke,icanhazdadjoke
m3182oz5TCd,"Someone asked me to name two structures that hold water. I said ""Well dam""",Dad Joke,icanhazdadjoke
4orc2TCtzAd,"When people are sad, I sometimes let them colour in my tattoos. Sometimes all they need is a shoulder to crayon.",Dad Joke,icanhazdadjoke
4TKukj3gyAd,"Yesterday, I accidentally swallowed some food coloring. The doctor says I’m okay, but I feel like I’ve dyed a little inside.",Dad Joke,icanhazdadjoke
tkji39992Ed,What biscuit does a short person like? Shortbread. ,Dad Joke,icanhazdadjoke
WvHJJ61obFd,Why is the ocean always blue? Because the shore never waves back.,Dad Joke,icanhazdadjoke
K6UKmykqrjb,What is a witch's favorite subject in school? Spelling!,Dad Joke,icanhazdadjoke
5hyP79pOCd,"I have kleptomania, but when it gets bad, I take something for it.",Dad Joke,icanhazdadjoke
RSvzPuzAdpb,Milk is also the fastest liquid on earth – its pasteurized before you even see it,Dad Joke,icanhazdadjoke
PZgyPmjb2ob,What do you get when you cross a snowman with a vampire? Frostbite.,Dad Joke,icanhazdadjoke
AsWLeVDAItc,Somebody stole my Microsoft Office and they're going to pay - you have my Word.,Dad Joke,icanhazdadjoke
JBIBImbMe,Did you hear the one about the giant pickle?  He was kind of a big dill.,Dad Joke,icanhazdadjoke
eiiVvH6MCd,Did you hear about the submarine industry? It really took a dive...,Dad Joke,icanhazdadjoke
IJBAsrrzPmb,What do you call a cow with two legs? Lean beef.,Dad Joke,icanhazdadjoke
jNCtkyIeNuc,"I broke my finger at work today, on the other hand I'm completely fine.",Dad Joke,icanhazdadjoke
gaUfNJ6hapb,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.,Dad Joke,icanhazdadjoke
zPZ0TClqrc,What do you call a guy lying on your doorstep? Matt.,Dad Joke,icanhazdadjoke
ea2wkyscah,What does an angry pepper do? It gets jalapeño face.,Dad Joke,icanhazdadjoke
xc21Lmbxcib,How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.,Dad Joke,icanhazdadjoke
dibUSv4ojyd,What kind of award did the dentist receive? A little plaque.,Dad Joke,icanhazdadjoke
TCY0LmGQnb,Why did the opera singer go sailing? They wanted to hit the high Cs.,Dad Joke,icanhazdadjoke
daaUfibh,Why was the big cat disqualified from the race? Because it was a cheetah.,Dad Joke,icanhazdadjoke
qrOfN7w5ojb,A cannibal is someone who is fed up with people.,Dad Joke,icanhazdadjoke
eNuHJBQCdFd,How do you organize a space party? You planet.,Dad Joke,icanhazdadjoke
Z8UDIRuXLmb,Who did the wizard marry? His ghoul-friend,Dad Joke,icanhazdadjoke
vX8MeFdUDlb,Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive.,Dad Joke,icanhazdadjoke
JeaxXvkyPf,"Can February march? No, but April may.",Dad Joke,icanhazdadjoke
DAskq4oWSvc,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there.",Dad Joke,icanhazdadjoke
5TS7pbxcpb,Why are oranges the smartest fruit? Because they are made to concentrate. ,Dad Joke,icanhazdadjoke
B5h311TS7h,I couldn't figure out how the seat belt worked. Then it just clicked.,Dad Joke,icanhazdadjoke
08xHQCdx5Ed,Why didn’t the skeleton cross the road? Because he had no guts.,Dad Joke,icanhazdadjoke
8hFYojqz5h,Why don't skeletons ride roller coasters? They don't have the stomach for it.,Dad Joke,icanhazdadjoke
IJBA51Tvcxc,Did you know that ghosts call their true love their ghoul-friend?,Dad Joke,icanhazdadjoke
M7EBXgVSCAd,"A weasel walks into a bar. The bartender says, ""Wow, I've never served a weasel before. What can I get for you?""
""Pop,"" goes the weasel.",Dad Joke,icanhazdadjoke
SKeqOucNeFd,What time did the man go to the dentist? Tooth hurt-y.,Dad Joke,icanhazdadjoke
9pGJRSnbMCd,Why did the knife dress up in a suit? Because it wanted to look sharp,Dad Joke,icanhazdadjoke
0LuXvkq4Muc,"I knew I shouldn't steal a mixer from work, but it was a whisk I was willing to take.",Dad Joke,icanhazdadjoke
PZDAXL6pOCd,What was a more important invention than the first telephone? The second one.,Dad Joke,icanhazdadjoke
aMmbaFYTKBd,"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am.",Dad Joke,icanhazdadjoke
YLm39E6pjqc,What do vegetarian zombies eat? Grrrrrainnnnnssss.,Dad Joke,icanhazdadjoke
fNZTCdFBImb,Why did the house go to the doctor? It was having window panes.,Dad Joke,icanhazdadjoke
SnrcpbhVKBd,Where does Fonzie like to go for lunch? Chick-Fil-Eyyyyyyyy.,Dad Joke,icanhazdadjoke
ZoGQuXgV0ob,What do you call your friend who stands in a hole? Phil.,Dad Joke,icanhazdadjoke
2118E69prc,Dad I’m hungry’ … ‘Hi hungry I’m dad,Dad Joke,icanhazdadjoke
9pOR7pzItrc,How do you make a water bed more bouncy. You use Spring Water,Dad Joke,icanhazdadjoke
SSnW8xsrrjb,How does a penguin build it’s house? Igloos it together.,Dad Joke,icanhazdadjoke
PuskbxcpWnb,"In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy.",Dad Joke,icanhazdadjoke
FtkqcFtrWvc,I boiled a funny bone last night and had a laughing stock,Dad Joke,icanhazdadjoke
ZvzkyXnWLuc,What do you call a droid that takes the long way around? R2 detour.,Dad Joke,icanhazdadjoke
UKuXvzAlOuc,"I was going to learn how to juggle, but I didn't have the balls.",Dad Joke,icanhazdadjoke
TvzdxXSCdFd,Someone broke into my house last night and stole my limbo trophy. How low can you go?,Dad Joke,icanhazdadjoke
AsrrcprjNCd,What concert costs only 45 cents? 50 cent featuring Nickelback.,Dad Joke,icanhazdadjoke
ORK6UDA5hqc,"When my wife told me to stop impersonating a flamingo, I had to put my foot down.",Dad Joke,icanhazdadjoke
Xny5MZvHQCd,"Can I watch the TV? Dad: Yes, but don’t turn it on.",Dad Joke,icanhazdadjoke
wsPKZozsc,Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.,Dad Joke,icanhazdadjoke
RZv4h3gV0g,Is the pool safe for diving? It deep ends.,Dad Joke,icanhazdadjoke
NCAIYLeNe,"I fear for the calendar, its days are numbered.
",Dad Joke,icanhazdadjoke
JeF69xAQSnb,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.,Dad Joke,icanhazdadjoke
jGJJYLJtrzd,Why do we tell actors to “break a leg?” Because every play has a cast.,Dad Joke,icanhazdadjoke
NRfxXvkbFtc,"As I get older, I think of all the people I lost along the way. Maybe a career as a tour guide wasn't such a good idea.",Dad Joke,icanhazdadjoke
WgV0T0wk3ob,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!",Dad Joke,icanhazdadjoke
FdxHeiqjqzd,Archaeology really is a career in ruins.,Dad Joke,icanhazdadjoke
fiyPR7wPZDd,When does a joke become a dad joke? When it becomes apparent.,Dad Joke,icanhazdadjoke
8U0TClqOZDd,"What was the pumpkin’s favorite sport?

Squash.",Dad Joke,icanhazdadjoke
7Uvc29hFIBd,Why are mummys scared of vacation? They're afraid to unwind.,Dad Joke,icanhazdadjoke
pzsrrcU08pb,The best time on a clock is 6:30--hands down.,Dad Joke,icanhazdadjoke
m3wPZoz51ob,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.,Dad Joke,icanhazdadjoke
6hqHJmyPmyd,What kind of music do mummy's like? Rap,Dad Joke,icanhazdadjoke
SvXDImbMe,Don't tell secrets in corn fields. Too many ears around.,Dad Joke,icanhazdadjoke
qrHeiqHJmrc,What is a vampire's favorite fruit? A blood orange.,Dad Joke,icanhazdadjoke
dx5ojVK61wc,What do you get hanging from Apple trees? Sore arms.,Dad Joke,icanhazdadjoke
LuciNmbaMmb,"What did the digital clock say to the grandfather clock? Look, no hands!",Dad Joke,icanhazdadjoke
X0wkGJtPKuc,Why do ducks make great detectives? They always quack the case.,Dad Joke,icanhazdadjoke
9EBljqWDAsc,What do you call a fish with no eyes? A fsh.,Dad Joke,icanhazdadjoke
MCImjqrWvzd,Did you hear about the campsite that got visited by Bigfoot? It got in tents.,Dad Joke,icanhazdadjoke
NmjNJJR7wc,Why did the miner get fired from his job? He took it for granite...,Dad Joke,icanhazdadjoke
VSn3oOmyPmb,What did Michael Jackson name his denim store?    Billy Jeans!,Dad Joke,icanhazdadjoke
S7MCtHBQuc,Ben & Jerry's really need to improve their operation. The only way to get there is down a rocky road.,Dad Joke,icanhazdadjoke
s49h3ElVnrc,"I burned 2000 calories today, I left my food in the oven for too long.",Dad Joke,icanhazdadjoke
HBszX8MJ6h,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years.",Dad Joke,icanhazdadjoke
99U0T7hVDlb,Just read a few facts about frogs. They were ribbiting.,Dad Joke,icanhazdadjoke
zA5MJYDY0Dd,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.,Dad Joke,icanhazdadjoke
V0gyPusWSCd,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!",Dad Joke,icanhazdadjoke
Q7pGY0Dt4Ed,What do you call someone with no nose? Nobody knows.,Dad Joke,icanhazdadjoke
iVSClyXDQf,"A dad washes his car with his son. But after a while, the son says, ""why can't you just use a sponge?""",Dad Joke,icanhazdadjoke
fiydpr4EQnb,What’s brown and sounds like a bell? Dung!,Dad Joke,icanhazdadjoke
XgiydUKu4Ed,What do you call a fish wearing a bowtie? Sofishticated.,Dad Joke,icanhazdadjoke
31wHeNJB5ob,"My son is studying to be a surgeon, I just hope he makes the cut.",Dad Joke,icanhazdadjoke
7MRuzIYgaFd,"If a child refuses to sleep during nap time, are they guilty of resisting a rest?",Dad Joke,icanhazdadjoke
IeiyIRSnbxc,"I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position.",Dad Joke,icanhazdadjoke
ElyXS0gFBAd,How do you steal a coat? You jacket.,Dad Joke,icanhazdadjoke
VfFlGJmOmb,People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic.,Dad Joke,icanhazdadjoke
ElbaF6wHlyd,I cut my finger cutting cheese. I know it may be a cheesy story but I feel grate now.,Dad Joke,icanhazdadjoke
0gFdFBsWDd,I won an argument with a weather forecaster once. His logic was cloudy...,Dad Joke,icanhazdadjoke
DImrciqWSCd,What do you call a cow with no legs? Ground beef.,Dad Joke,icanhazdadjoke
DY8UvkqHexc,Why did the half blind man fall in the well? Because he couldn't see that well!,Dad Joke,icanhazdadjoke
A5189xcFIBd,"""Dad, do you think it's going to snow this winter?"" ""I dont know, its all up in the air""",Dad Joke,icanhazdadjoke
8pWvzkjN7Ed,"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!”",Dad Joke,icanhazdadjoke
mOfqzdx51wc,Why do mathematicians hate the U.S.? Because it's indivisible.,Dad Joke,icanhazdadjoke
DQ7MZLZoWnb,Why are snake races so exciting? They're always neck and neck.,Dad Joke,icanhazdadjoke
pWLRK6pWDtc,What do you call a boomerang that won't come back? A stick.,Dad Joke,icanhazdadjoke
wHYgNmrcxc,I started a new business making yachts in my attic this year...the sails are going through the roof,Dad Joke,icanhazdadjoke
UKeFB59EQf,Why did the coffee file a police report? It got mugged.,Dad Joke,icanhazdadjoke
y59pGlbhyAd,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back.",Dad Joke,icanhazdadjoke
GlbxXg3TClb,"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’",Dad Joke,icanhazdadjoke
5oGYLZo4Tvc,"I used to be addicted to soap, but I'm clean now.",Dad Joke,icanhazdadjoke
NmbFtH69hFd,"Our wedding was so beautiful, even the cake was in tiers.",Dad Joke,icanhazdadjoke
ItWSnbUfVnb,Why did the teddy bear say “no” to dessert? Because she was stuffed.,Dad Joke,icanhazdadjoke
DdaFtrrOZvc,"If I could name myself after any Egyptian god, I'd be Set.",Dad Joke,icanhazdadjoke
9hiGeNZ0Tnb,They tried to make a diamond shaped like a duck. It quacked under the pressure.,Dad Joke,icanhazdadjoke
BdxHQZ0TCd,Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump.,Dad Joke,icanhazdadjoke
Imjb2gN7hib,Why do nurses carry around red crayons? Sometimes they need to draw blood.,Dad Joke,icanhazdadjoke
exH6pOuzXDd,How do you get a baby alien to sleep?  You rocket.,Dad Joke,icanhazdadjoke
9xPCt411ojb,What did one snowman say to the other snow man? Do you smell carrot?,Dad Joke,icanhazdadjoke
FdN7przPCtc,"You can't run through a camp site. You can only ran, because it's past tents.",Dad Joke,icanhazdadjoke
XDImr41obh,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day.",Dad Joke,icanhazdadjoke
sPRnOfiyAAd,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline.",Dad Joke,icanhazdadjoke
H6pWvHQKJe,"Guy told me today he did not know what cloning is. I told him, ""that makes 2 of us.""",Dad Joke,icanhazdadjoke
4EBsPZvP7h,Some people eat light bulbs. They say it's a nice light snack.,Dad Joke,icanhazdadjoke
SvPRCIeiNuc,How does a dyslexic poet write? Inverse.,Dad Joke,icanhazdadjoke
I6h3ozAIYDd,Where do hamburgers go to dance? The meat-ball.,Dad Joke,icanhazdadjoke
J69x5hNZvzd,"I don't trust sushi, there's something fishy about it.",Dad Joke,icanhazdadjoke
B5hNeNJYgFd,"What did the green grape say to the purple grape?
BREATH!!",Dad Joke,icanhazdadjoke
GJeaF6pOKmb,"They say Dodger Stadium can hold up to fifty-six thousand people, but that is just a ballpark figure.",Dad Joke,icanhazdadjoke
official_1,Why did the programmer go to art school? He wanted to learn how to code outside the box.,programming,official_joke_api
official_2,What's the difference between a seal and a sea lion? An ion! ,general,official_joke_api
official_4,Why did the scarecrow win an award? Because he was outstanding in his field.,general,official_joke_api
official_7,How do you make a hankie dance? Put a little boogie in it.,general,official_joke_api
official_8,What has ears but cannot hear? A field of corn.,general,official_joke_api
official_9,Why did the burglar hang his mugshot on the wall? To prove that he was framed!,general,official_joke_api
official_10,What do you call a group of killer whales playing instruments? An Orca-stra.,general,official_joke_api
official_11,Why didn't the skeleton go for prom? Because it had nobody.,general,official_joke_api
official_12,Why did the invisible man turn down the job offer? He couldn't see himself doing it,general,official_joke_api
official_14,What do you call a girl between two posts? Annette.,general,official_joke_api
official_15,What is the least spoken language in the world? Sign Language,general,official_joke_api
official_18,Why are ghosts bad liars? Because you can see right through them!,general,official_joke_api
official_20,What do you call a belt made out of watches? A waist of time.,general,official_joke_api
official_21,Why don't skeletons fight each other? They don't have the guts.,general,official_joke_api
official_22,"Why can't you use ""Beef stew""as a password? Because it's not stroganoff.",general,official_joke_api
official_23,What do you call a dictionary on drugs? High definition.,general,official_joke_api
official_24,"What did the ocean say to the shore? Nothing, it just waved.",general,official_joke_api
official_25,Did you know crocodiles could grow up to 15 feet? But most just have 4.,general,official_joke_api
official_28,Why did the designer break up with their font? Because it wasn't their type.,programming,official_joke_api
official_29,"I got hit in the head by a soda can, but it didn't hurt that much... It was a soft drink.",general,official_joke_api
official_30,Why couldn't the kid see the pirate movie? Because it was rated arrr!,general,official_joke_api
official_32,How did Darth Vader know what Luke was getting for Christmas? He felt his presents.,general,official_joke_api
official_33,What did the janitor say when he jumped out of the closet? Supplies!,general,official_joke_api
official_35,"Did you hear about the new restaurant on the moon? The food is great, but there’s just no atmosphere.",general,official_joke_api
official_37,What do you get when you cross a React developer with a mathematician? A function component.,programming,official_joke_api
official_38,What is red and smells like blue paint? Red paint!,general,official_joke_api
official_39,What was the pumpkin’s favorite sport? Squash.,general,official_joke_api
official_40,What do you call corn that joins the army? Kernel.,general,official_joke_api
official_43,What do you call a fake noodle? An impasta.,general,official_joke_api
official_44,Why did the developer break up with their keyboard? It just wasn't their type anymore.,programming,official_joke_api
official_45,Why did the programmer always mix up Halloween and Christmas? Because Oct 31 equals Dec 25.,programming,official_joke_api
official_46,"Hey, dad, did you get a haircut? No, I got them all cut.",general,official_joke_api
official_51,What kind of shoes does a thief wear? Sneakers,general,official_joke_api
official_53,Why did the programmer quit his job? Because he didn't get arrays.,programming,official_joke_api
official_54,Don't look at the eclipse through a colander. You'll strain your eyes.,general,official_joke_api
official_55,Which song would an exception sing? Can't catch me - Avicii,programming,official_joke_api
official_58,What do you call a thieving alligator? A crookodile!,general,official_joke_api
official_59,Did you hear about the crime in the parking garage? It was wrong on so many levels.,general,official_joke_api
official_60,What do you call a nervous javelin thrower? Shakespeare.,general,official_joke_api
official_63,Why did the programmer quit their job? They didn't get arrays.,programming,official_joke_api
official_64,"Why does Norway have barcodes on their battleships? So when they get back to port, they can Scandinavian.",general,official_joke_api
official_65,Who is the coolest Doctor in the hospital? The hip Doctor!,general,official_joke_api
official_69,Lady: How do I spread love in this cruel world? Random Dude: [...💘],programming,official_joke_api
official_70,How good are you at Power Point? I Excel at it.,general,official_joke_api
official_71,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.,general,official_joke_api
official_72,"When a dad drives past a graveyard: Did you know that's a popular cemetery? Yep, people are just dying to get in there",general,official_joke_api
official_73,What do you call a duck that gets all A's? A wise quacker.,general,official_joke_api
official_74,How do you check if a webpage is HTML5? Try it out on Internet Explorer,programming,official_joke_api
official_75,"Due to complaints, Hawaii passed a law where you're not allowed to laugh above a certain decibel. You can only use a low ha.",general,official_joke_api
official_77,Why did the octopus beat the shark in a fight? Because it was well armed.,general,official_joke_api
official_78,How do you generate a random string? Put a Windows user in front of Vim and tell them to exit.,programming,official_joke_api
official_79,What kind of tree fits in your hand? A palm tree!,general,official_joke_api
official_81,"A SQL query walks into a bar, walks up to two tables and asks... 'Can I join you?'",programming,official_joke_api
official_82,Want to hear a joke about a piece of paper? Never mind...it's tearable,general,official_joke_api
official_83,Where do sheep go to get their hair cut? The baa-baa shop.,general,official_joke_api
official_85,did you know the first French fries weren't cooked in France? they were cooked in Greece,general,official_joke_api
official_87,Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.,general,official_joke_api
official_92,"If you put a million monkeys at a million keyboards, one of them will eventually write a Java program the rest of them will write Perl",programming,official_joke_api
official_94,How many programmers does it take to change a lightbulb? None that's a hardware problem,programming,official_joke_api
official_96,Why did the private classes break up? Because they never saw each other.,programming,official_joke_api
official_99,An IPv6 packet is walking out of the house. He goes nowhere.,programming,official_joke_api
